to,from,weight
15,8,0.17472202183069158
15,9,0.8573214910593158
15,10,0.40460928780012523
15,11,0.5091502795422035
15,12,0.4104884154210467
15,13,0.5749943705870476
15,14,0.5472601714905084
16,0,0.660108983289174
16,1,0.08516172833698238
16,2,0.5363192341209906
16,3,0.34302481325491235
16,4,0.48906602536795163
16,5,0.17364544269676252
16,6,0.5552606653076994
16,7,0.335150693651261
16,8,0.6268943380686361
16,9,0.2975991063756554
16,10,0.5091745476297129
16,11,0.3393862057265457
16,12,0.20378726028888455
16,13,0.17581913925337042
16,14,0.7740926261818446
16,15,0.559877501693778
17,0,0.5870331801815698
17,1,0.19815022147059638
17,2,0.4262423494274903
17,3,0.475089965394659
17,4,0.5134574992789008
17,5,0.16752491377799128
17,6,0.6440618090074619
17,7,0.22894978869601335
17,8,0.5729697752535619
17,9,0.40043631476353486
17,10,0.5239159922339769
17,11,0.2174723528461783
17,12,0.07571762457098498
17,13,0.28153698927572113
17,14,0.7848952376257515
17,15,0.4746496255628364
17,16,0.1332510307191878
18,0,1.0027893512720123
18,1,0.8062067928291844
18,2,1.122307959759189
18,3,0.7683762652192409
18,4,0.5872310060010729
18,5,0.8363146466346165
18,6,0.33946007508974696
18,7,1.0111287534820719
18,8,0.9007034193549392
18,9,0.9702019518002487
18,10,0.6142341685888495
18,11,1.1962323027498498
18,12,1.011936369727322
18,13,0.7155006041120511
18,14,0.5935968138501504
18,15,1.0188202719447004
18,16,0.8913197398177453
18,17,0.9835018173722843
19,0,0.26493919538684246
19,1,0.5715776204662875
19,2,0.4512309325930996
19,3,0.818300431415824
19,4,0.21167824857518325
19,5,0.44868956190448367
19,6,0.5125287777884986
19,7,0.4532998797953057
19,8,0.1623499088997858
19,9,0.8913101283125354
19,10,0.1713681603875954
19,11,0.726319875771507
19,12,0.5659745995729569
19,13,0.5380109189022699
19,14,0.23285143958810706
19,15,0.31603937425521833
19,16,0.61809254768058
19,17,0.5985338863428468
19,18,0.7417983937998894
1,0,0.254844823217132
2,0,0.915145226761894
2,1,0.7409155841230242
3,0,0.5782680823638824
3,1,0.47780004952216953
3,2,0.37951553628645374
4,0,0.390050970543865
4,1,0.39792641592985734
4,2,0.6203077392249007
4,3,0.24127252558020024
5,0,0.5955123466769924
5,1,0.7087403730130897
5,2,0.8561801524086089
5,3,0.5082565363050405
5,4,0.3423065150481377
6,0,0.7115876779366268
6,1,0.5222164521798032
6,2,0.22115497469387357
6,3,0.259056606295856
6,4,0.47162488169831845
6,5,0.7670096599673071
7,0,0.4490719755723212
7,1,0.23576098902884252
7,2,0.5071511767695192
7,3,0.30720794583570155
7,4,0.35884229660068984
7,5,0.7010208580279583
7,6,0.287099340242508
8,0,0.1147117542804199
8,1,0.14592424057367875
8,2,0.8534784808234285
8,3,0.5461487380938805
8,4,0.39976731542295035
8,5,0.6595815496287106
8,6,0.6409551668355433
8,7,0.36325890727737975
9,0,0.477102663470562
9,1,0.524159220725646
9,2,0.6696130495237465
9,3,0.30064825064596673
9,4,0.1307249687916269
9,5,0.21991981935869734
9,6,0.5555222423045683
9,7,0.48459498082674657
9,8,0.5087132571267045
10,0,0.7835035789879473
10,1,0.7948756246609208
10,2,0.6279565903852002
10,3,0.39187438004603903
10,4,0.40607686241474494
10,5,0.3268742833699078
10,6,0.6193884760376892
10,7,0.6845264965050886
10,8,0.8054022635838921
10,9,0.3076101000208706
11,0,0.41511090406571133
11,1,0.1621133169823635
11,2,0.6312566662146768
11,3,0.44672949187194144
11,4,0.4537073085320139
11,5,0.7909919416084987
11,6,0.4105228061943748
11,7,0.14278033093979609
11,8,0.30803603582308164
11,9,0.5842645381749705
11,10,0.8132820101379796
12,0,0.6371512526886537
12,1,0.3889370776873555
12,2,0.7128180044687749
12,3,0.6523220107035929
12,4,0.7053311258406634
12,5,1.0455832253034714
12,6,0.5182007339600384
12,7,0.35707796022157073
12,8,0.5226989197823975
12,9,0.8348009200054737
12,10,1.0389665780451407
12,11,0.2571142590146844
13,0,0.24602842446998285
13,1,0.49497959915336687
13,2,1.1454839429036763
13,3,0.7889153182718717
13,4,0.5675939640181565
13,5,0.6513650549026253
13,6,0.9496065269342004
13,7,0.6944498379710962
13,8,0.3491896430602826
13,9,0.6126619561741401
13,10,0.9129136207536928
13,11,0.6569835327250776
13,12,0.86247925456058
14,0,0.7056286522888072
14,1,0.6921882898298332
14,2,0.5366946906836906
14,3,0.27514551190488296
14,4,0.3174124430549034
14,5,0.3456866871684069
14,6,0.5073503486040746
14,7,0.5699669951352412
14,8,0.7153042677278336
14,9,0.24697193622914282
14,10,0.1167306339104257
14,11,0.701074982269993
14,12,0.923256112489932
14,13,0.8588307292725483
15,0,0.48977722807908325
15,1,0.4685605281557614
15,2,0.5436930452239617
15,3,0.16861008483838297
15,4,0.10197124512937564
15,5,0.3483511783670574
15,6,0.4222991057463051
15,7,0.3780209921383146
15,8,0.4906149964397394
15,9,0.13323825230336547
15,10,0.3265031227261358
15,11,0.49500364771733885
15,12,0.7346277230956563
15,13,0.6688573317305622
15,14,0.22594634084786655
16,0,0.6594159458395363
16,1,0.7990031020601421
16,2,0.9655187360231037
16,3,0.6212869374193232
16,4,0.44941034510246075
16,5,0.11312679950268004
16,6,0.8801042300040672
16,7,0.8079544859130114
16,8,0.7356596446468453
16,9,0.3314053847528161
16,10,0.4050830892408249
16,11,0.8915892432356469
16,12,1.1477119124450075
16,13,0.676135782229621
16,14,0.4445777005679495
16,15,0.4611942636873195
17,0,0.5219418490974639
17,1,0.5900661015939793
17,2,0.7187134079035502
17,3,0.3603648514409711
17,4,0.20194854689437813
17,5,0.1501997763213239
17,6,0.618322593118455
17,7,0.5570138340094668
17,8,0.5644368704579557
17,9,0.07242208649921625
17,10,0.28049854792507767
17,11,0.6556179959129634
17,12,0.9068930999192445
17,13,0.6329257297107894
17,14,0.24807530749731294
17,15,0.1982060155232735
17,16,0.2629918671330166
18,0,0.827474024930422
18,1,0.6893642359620571
18,2,0.15819869821455
18,3,0.2567534284319577
18,4,0.49443842505498375
18,5,0.7029399687030573
18,6,0.22935310907134876
18,7,0.471147260957076
18,8,0.7822491160879046
18,9,0.5260487508643901
18,10,0.47068196261141815
18,11,0.6100448163051106
18,12,0.7462440951664442
18,13,1.0446362677516112
18,14,0.37861002604556104
18,15,0.40738426757817964
18,16,0.8108985972852415
18,17,0.5697473447675495
19,0,0.42079743908713324
19,1,0.5055324132582488
19,2,0.7415661749461453
19,3,0.3657378181129633
19,4,0.14951141916289992
19,5,0.2045396585991102
19,6,0.612620746271992
19,7,0.5046589405120036
19,8,0.46789610997586284
19,9,0.08312722565116251
19,10,0.377288519096591
19,11,0.5875802148643603
19,12,0.843186944604704
19,13,0.5362966061331954
19,14,0.3276178030721301
19,15,0.1980481424486972
19,16,0.30479192345782524
19,17,0.10169557694276017
19,18,0.6022142630277939
20,0,0.436720495867227
20,1,0.3618775629109518
20,2,0.5067975415158703
20,3,0.142078133011473
20,4,0.129899936561318
20,5,0.4585548489234264
20,6,0.3437432348194076
20,7,0.2528995006389405
20,8,0.41103802907634057
20,9,0.238729874858896
20,10,0.44336966496569646
20,11,0.3714176573629161
20,12,0.6093201303467837
20,13,0.6479487978398197
20,14,0.33431659704490124
20,15,0.1253164297453425
20,16,0.5692675869432421
20,17,0.31020747892144945
20,18,0.3966877085595016
20,19,0.2774447446149885
21,0,0.6621705127188202
21,1,0.44923171349083124
21,2,0.31672449702422945
21,3,0.3095301231538288
21,4,0.482438281741296
21,5,0.8029181287227396
21,6,0.10692551901283626
21,7,0.21627573943258083
21,8,0.5795074953451044
21,9,0.5847244044785285
21,10,0.6933964369572009
21,11,0.31998782887269606
21,12,0.4113154114763788
21,13,0.9059552725227086
21,14,0.5780161481932204
21,15,0.45470692075672514
21,16,0.9155207223868377
21,17,0.6527184432340609
21,18,0.3354276354181275
21,19,0.6303983820635191
21,20,0.35301227676569713
22,0,0.8046777904808816
22,1,0.7565902764266915
22,2,0.44805011751961754
22,3,0.29181971190944955
22,4,0.4155148950472348
22,5,0.473949312836861
22,6,0.47008150393023274
22,7,0.5988547063673868
22,8,0.8002723120304892
22,9,0.3690012188406766
22,10,0.1838057587397334
22,11,0.7384482591601242
22,12,0.9376919615173303
22,13,0.9743777711970601
22,14,0.13080442302331768
22,15,0.31490059273879045
22,16,0.5684304158398407
22,17,0.3777749178273431
22,18,0.2931371059869409
22,19,0.45158428462310624
22,20,0.3957354404626431
22,21,0.5579739676806506
23,0,0.7591795077771981
23,1,0.6934753015169824
23,2,0.3902760777838175
23,3,0.2209521285266937
23,4,0.37557932834754304
23,5,0.49136353487824724
23,6,0.3948017389873745
23,7,0.5264445770807724
23,8,0.7462077542143852
23,9,0.35282955999542487
23,10,0.2389462347790176
23,11,0.6671902200034611
23,12,0.8621203088854669
23,13,0.9419481578174239
23,14,0.15047392060651854
23,15,0.27364804894661654
23,16,0.593565385271818
23,17,0.37618043987291366
23,18,0.23233407471010928
23,19,0.4357339743715475
23,20,0.3365138305397092
23,21,0.4814364902148506
23,22,0.07667709590273505
24,0,0.23558254882434082
24,1,0.44215021713009145
24,2,1.1475338020252472
24,3,0.8135877394631572
24,4,0.6153287541389495
24,5,0.7570067492124704
24,6,0.9396501784723902
24,7,0.665625003092111
24,8,0.30250879174910283
24,9,0.6844176369490333
24,10,0.9913075570555582
24,11,0.6009732956488395
24,12,0.7776404502863584
24,13,0.1400221295228403
24,14,0.9242189947219133
24,15,0.7169040326155461
24,16,0.7944553685347833
24,17,0.7165760911015643
24,18,1.062954811139371
24,19,0.6157894086941719
24,20,0.6718077948636257
24,21,0.8817771914973793
24,22,1.0305718672172672
24,23,0.9892553827965492
25,0,0.14093500584547192
25,1,0.34508879607778126
25,2,0.8959523432083124
25,3,0.531735230964152
25,4,0.3085426977295205
25,5,0.45906131384578475
25,6,0.7106058793483285
25,7,0.48388037759980024
25,8,0.23394363099589432
25,9,0.36651161182631625
25,10,0.6733580862392444
25,11,0.49004828954562607
25,12,0.7335345558215607
25,13,0.25937641306439074
25,14,0.6081811878603961
25,15,0.41015346994273844
25,16,0.5189487938376126
25,17,0.40031377196941065
25,18,0.7882612222971438
25,19,0.2988836952840187
25,20,0.3922938305655316
25,21,0.6814063093029422
25,22,0.7190073503289044
25,23,0.6836694187246025
25,24,0.31797454173226775
26,0,0.25662447678539496
26,1,0.03915485237829468
26,2,0.7734962667522308
26,3,0.5166077757063272
26,4,0.4344009382917862
26,5,0.7400494641542052
26,6,0.5537762043401941
26,7,0.2666779113754413
26,8,0.1426687358500006
26,9,0.5594476536234576
26,10,0.8329842430102238
26,11,0.17503923817001338
26,12,0.3806567622966434
26,13,0.4894072061733342
26,14,0.7308552053014096
26,15,0.506850573723427
26,16,0.8280518150862445
26,17,0.6243843981213614
26,18,0.7256925095833074
26,19,0.5378466373390656
26,20,0.4009703391271145
26,21,0.4768912079575201
26,22,0.7957446746483888
26,23,0.7325737392267564
26,24,0.4262083775800792
26,25,0.3598977550296703
27,0,0.3330844564479481
27,1,0.3118285706947112
27,2,0.6179737516475202
27,3,0.2524818534720073
27,4,0.08675238940596247
27,5,0.4212152044979967
27,6,0.44500695963950615
27,7,0.2866358040004395
27,8,0.32513001761171534
27,9,0.21649754227455173
27,10,0.48685712324421276
27,11,0.3703123373922001
27,12,0.6243769010473963
27,13,0.536441910511218
27,14,0.39118512240307396
27,15,0.16564289742741756
27,16,0.5244864281181659
27,17,0.286416392514466
27,18,0.5084651361899658
27,19,0.21975581661254504
27,20,0.11223407061799068
27,21,0.4374323763341332
27,22,0.476608598724384
27,23,0.42696929676397344
27,24,0.5660865346897642
27,25,0.2800817495026548
27,26,0.34875302602029024
28,0,0.4249842753027344
28,1,0.5615638314251079
28,2,0.8529958417214883
28,3,0.4774845631307496
28,4,0.2539267206579218
28,5,0.17252343186602695
28,6,0.7227735917258596
28,7,0.5964419949805502
28,8,0.4960981303303848
28,9,0.18697389596959332
28,10,0.44010140776757356
28,11,0.6642708337689236
28,12,0.921385081534869
28,13,0.48658883583776086
28,14,0.41393895730613084
28,15,0.3097319021109459
28,16,0.23999550831360458
28,17,0.16613563701780082
28,18,0.7121904335737788
28,19,0.11176167667382479
28,20,0.3837794795229667
28,21,0.7362324071101256
28,22,0.5429454501218169
28,23,0.535945127656327
28,24,0.5863009681142425
28,25,0.2870507449828594
28,26,0.5894230190595402
28,27,0.3103366452859404
29,0,0.6042950808946
29,1,0.3511997343807825
29,2,0.6573684863531813
29,3,0.5884868930886312
29,4,0.6470857029222822
29,5,0.9883936189682117
29,6,0.458067583095442
29,7,0.2952390488957724
29,8,0.49115738915429646
29,9,0.7758499598518628
29,10,0.9756359957888582
29,11,0.20626749435810943
29,12,0.06395356629636706
29,13,0.8366552077821251
29,14,0.8597934035466394
29,15,0.6732220540631865
29,16,1.0918451256261208
29,17,0.8481156700596275
29,18,0.6851333150360264
29,19,0.7870669529077096
29,20,0.5480066576018984
29,21,0.35117070029382125
29,22,0.8737524260084977
29,23,0.7982082044526707
29,24,0.7603418459070476
29,25,0.6923390361949704
29,26,0.3485784483710686
29,27,0.5675822134428037
29,28,0.8683119201999193
1,0,0.4979489377362683
2,0,0.5394904141456298
2,1,0.8922242481198961
3,0,0.47543957557708855
3,1,0.18704813831312833
3,2,0.7588853967921769
4,0,0.544448950700358
4,1,0.047545373251990736
4,2,0.9266429055023044
4,3,0.19712049790881772
5,0,0.4538984300720307
5,1,0.4971676489500171
5,2,0.4710215964131891
5,3,0.3243727299042731
5,4,0.5176945287842969
6,0,0.3205142696319486
6,1,0.7049794628620867
6,2,0.2191798976344889
6,3,0.5973492662567534
6,4,0.7437709819032157
6,5,0.37392761128979024
7,0,0.10560722778378558
7,1,0.5983590508548812
7,2,0.46578155848984015
7,3,0.5585707630425808
7,4,0.6441895775303043
7,5,0.47905065550332504
7,6,0.2535118455321233
8,0,0.0567204433060445
8,1,0.44423068062073473
8,2,0.5530628156520694
8,3,0.4189049104414556
8,4,0.49034659506225736
8,5,0.41582770948253456
8,6,0.3347119524905149
8,7,0.15451677830072483
9,0,0.2782321577206858
9,1,0.6595493072149502
9,2,0.2636811562108962
9,3,0.5563206428642922
9,4,0.6988528113608673
9,5,0.3505584254209817
9,6,0.047081056631422584
9,7,0.2199353982768356
9,8,0.28938508067750446
10,0,0.3875865306690817
10,1,0.25554373383880047
10,2,0.8942813905036414
10,3,0.38920778360463976
10,4,0.2946590432081849
10,5,0.6130497341288211
10,6,0.6804094027173905
10,7,0.49178357265638584
10,8,0.3522159831307343
10,9,0.6336489611538965
11,0,0.16101217024038067
11,1,0.6405368574702724
11,2,0.5713647936769694
11,3,0.6347254295026326
11,4,0.6879136867063532
11,5,0.5976259409357576
11,6,0.3696326522629514
11,7,0.12623339073236894
11,8,0.21647133495922677
11,9,0.3412249248638123
11,10,0.48424765686203197
12,0,0.304062846048453
12,1,0.4192133028158873
12,2,0.4765403757443109
12,3,0.2860485802207112
12,4,0.45119372274697034
12,5,0.1543487517682556
12,6,0.31366966636664717
12,7,0.3437421231623168
12,8,0.2627193873538689
12,9,0.2754366718375973
12,10,0.4819633107523705
12,11,0.4548298809629276
13,0,0.19411935325195576
13,1,0.6682337646241358
13,2,0.37864410028236367
13,3,0.6064924914873463
13,4,0.7125799467352365
13,5,0.47322326944313264
13,6,0.17785572546911319
13,7,0.09497995816258463
13,8,0.2338038370512805
13,9,0.15661726634714013
13,10,0.5814978777111939
13,11,0.19381385189864248
13,12,0.3586728178810364
14,0,0.26946522260812666
14,1,0.7019775204599139
14,2,0.6857149371832647
14,3,0.7243773910456593
14,4,0.7493839407888839
14,5,0.7192189797759955
14,6,0.4922137277029102
14,7,0.2534368341184596
14,8,0.31879282064066927
14,9,0.4664426553746888
14,10,0.5072696079922322
14,11,0.12721184313928494
14,12,0.5724691633538881
14,13,0.31447996908963405
15,0,0.5750608927259174
15,1,0.9135258452999829
15,2,0.04075300755387177
15,3,0.7745946742395902
15,4,0.9466667070345501
15,5,0.47763107884285144
15,6,0.25460766896812165
15,7,0.503896741515176
15,8,0.5865105389576137
15,9,0.2976838207981485
15,10,0.9244344477318469
15,11,0.6110016818674358
15,12,0.49553454977800854
15,13,0.41789024624087995
15,14,0.7260146366535745
16,0,0.06540463082920453
16,1,0.555486396118166
16,2,0.5451920648545288
16,3,0.5402658168124682
16,4,0.6024673738311829
16,5,0.5101938606364539
16,6,0.33029064275981646
16,7,0.08091339680822768
16,8,0.12140460270927507
16,9,0.29328404036917144
16,10,0.42359150062631973
16,11,0.09564944911002118
16,12,0.36358563969
16,13,0.17535174806331608
16,14,0.2091784599563219
16,15,0.5828280258445866
17,0,0.4140416630877748
17,1,0.25504535861596034
17,2,0.9202106218579599
17,3,0.3990281426987065
17,4,0.29136170185038246
17,5,0.6329496499647581
17,6,0.7066436144711066
17,7,0.518124850189295
17,8,0.3787714718266801
17,9,0.6598490834866828
17,10,0.026564109733374187
17,11,0.508898017834475
17,12,0.5042779620533019
17,13,0.6079910687159783
17,14,0.528736627877941
17,15,0.9501798788085581
17,16,0.44950529359352626
18,0,0.4501008779005346
18,1,0.8486015759797989
18,2,0.11481749615155437
18,3,0.7342924573040304
18,4,0.8867133902607311
18,5,0.4803641785973896
18,6,0.1445938505603435
18,7,0.36630514079113086
18,8,0.4719144553122045
18,9,0.19137787757540758
18,10,0.8215199106222574
18,11,0.4639348748769789
18,12,0.4483680956517087
18,13,0.27461278864649025
18,14,0.5746526742297478
18,15,0.1554727416494923
18,16,0.44705562436799845
18,17,0.8479032292666845
19,0,0.04366444429760496
19,1,0.4560526082960054
19,2,0.550919130717973
19,3,0.4320712381182058
19,4,0.5023039585941289
19,5,0.42540160034248337
19,6,0.3320927455706304
19,7,0.14341973986355241
19,8,0.01317217319008786
19,9,0.2873376968724086
19,10,0.35866436375862754
19,11,0.20332900993402817
19,12,0.27285346786824466
19,13,0.22503949186442904
19,14,0.3064713525242101
19,15,0.5848918532903803
19,16,0.10823242985644145
19,17,0.38522804356261753
19,18,0.4677568807769164
20,0,0.10586152638619455
20,1,0.5384530127455083
20,2,0.4363170418900543
20,3,0.47793607072881583
20,4,0.5823840675784954
20,5,0.38513575754399776
20,6,0.21719094898577798
20,7,0.09466015525051207
20,8,0.11950718847896641
20,9,0.17341187027403238
20,10,0.4709791326775818
20,11,0.2140254429973695
20,12,0.24940854292218764
20,13,0.1308195716671746
20,14,0.33909170116481413
20,15,0.471000787800405
20,16,0.13651978111739616
20,17,0.4974993187965984
20,18,0.35248798147286126
20,19,0.1154481144049358
21,0,0.38129113555021565
21,1,0.16388579816898605
21,2,0.7292496779695191
21,3,0.10691116000437456
21,4,0.19776176999838294
21,5,0.34348812057938166
21,6,0.5471350805885343
21,7,0.4716826371736615
21,8,0.3246324628617965
21,9,0.5027877203186085
21,10,0.2979821216566571
21,11,0.537602342671976
21,12,0.2553275613969098
21,13,0.5296076403552028
21,14,0.6217114203378071
21,15,0.749962709282963
21,16,0.4448014084372191
21,17,0.3118361354054024
21,18,0.6894834928225556
21,19,0.3376282640185321
21,20,0.39888812885253716
22,0,0.10114714555046274
22,1,0.5339004996713993
22,2,0.6162115918740868
22,3,0.5429386575422841
22,4,0.5814172689473607
22,5,0.5533076028324919
22,6,0.40071404734538907
22,7,0.1517048644442837
22,8,0.1404161408724916
22,9,0.36266114910801844
22,10,0.3744736979587335
22,11,0.11074214001585111
22,12,0.40169239836282933
22,13,0.24530844354890075
22,14,0.182262668474286
22,15,0.6537338058902447
22,16,0.07109988371333974
22,17,0.3994648529637852
22,18,0.5180041956610048
22,19,0.1292311543100637
22,20,0.19877395854653954
22,21,0.44151285633706533
23,0,0.5165867973645599
23,1,0.7388763913369049
23,2,0.23070640504284845
23,3,0.5803241671268624
23,4,0.7659101693227528
23,5,0.26386629101339826
23,6,0.2581437137769499
23,7,0.48459413426245396
23,8,0.5056918880470845
23,9,0.2718006443431237
23,10,0.8002112316418484
23,11,0.6095182713662082
23,12,0.32633133357142724
23,13,0.42833607423272624
23,14,0.7360687673402733
23,15,0.2256868568569011
23,16,0.5490577898146781
23,17,0.8239600374882585
23,18,0.2857933984195683
23,19,0.5091744282346341
23,20,0.41438892261037713
23,21,0.5764371030338697
23,22,0.6131389363749261
24,0,0.6374842462868098
24,1,0.7038021013409577
24,2,0.4417132189394412
24,3,0.5213666950473317
24,4,0.7184674974076846
24,5,0.21888108275394308
24,6,0.4521234045675234
24,7,0.6363987479035045
24,8,0.6091956319516277
24,9,0.45116386749500215
24,10,0.8319170095266244
24,11,0.7619192813048236
24,12,0.3620359598031208
24,13,0.6023565929705912
24,14,0.8884304217611741
24,15,0.42906387574941024
24,16,0.6850208498933876
24,17,0.8518120311591227
24,18,0.5015345096693248
24,19,0.616715665700686
24,20,0.5499822071736877
24,21,0.5576980065332243
24,22,0.738619028808092
24,23,0.21622604947895818
25,0,0.1955897756895562
25,1,0.43249572058692776
25,2,0.73499132891824
25,3,0.48630115772016314
25,4,0.47934847090280525
25,5,0.5820889395498071
25,6,0.5159003911360278
25,7,0.2850623719252015
25,8,0.19104748791476278
25,9,0.47289210782705254
25,10,0.23632988075298883
25,11,0.25091214606622364
25,12,0.42860612015503624
25,13,0.37992325184356246
25,14,0.27516216290454526
25,15,0.7702839491534176
25,16,0.20674144810608314
25,17,0.25988080626581966
25,18,0.6448483637069656
25,19,0.18908168810697001
25,20,0.2995107134037975
25,21,0.3794452363403676
25,22,0.14503418454247485
25,23,0.696389471784601
25,24,0.7878144985520985
26,0,0.5836886861235957
26,1,0.33331918026295415
26,2,0.750972189070049
26,3,0.15946506691523862
26,4,0.3288960798826962
26,5,0.28092709854540066
26,6,0.6282595610141264
26,7,0.6505731164940194
26,8,0.5297432619392497
26,9,0.5946450743237573
26,10,0.5486139644100249
26,11,0.7445221169579446
26,12,0.3236147876260397
26,13,0.6794792243039272
26,14,0.8465792248933627
26,15,0.758520807289892
26,16,0.6489013316295154
26,17,0.5584406535688772
26,18,0.7506805396565313
26,19,0.5426229423361324
26,20,0.5604788499997062
26,21,0.2582848054563564
26,22,0.6645908269737073
26,23,0.5424995106790284
26,24,0.42797964198345023
26,25,0.6289048257805033
27,0,0.6090359372306396
27,1,0.2634355820566699
27,2,0.8381341062924211
27,3,0.13663310119536143
27,4,0.24762770228683922
27,5,0.37367734644514805
27,6,0.6991796532518805
27,7,0.6878957170634646
27,8,0.5528367348758224
27,9,0.6618377510561582
27,10,0.5035071928335427
27,11,0.7691877846174248
27,12,0.3864065863979276
27,13,0.7289645537359043
27,14,0.8607788865698338
27,15,0.8484081676956542
27,16,0.6742084293267463
27,17,0.5088786747848457
27,18,0.8287008755531505
27,19,0.5660045839490062
27,20,0.6033282534971041
27,21,0.24237090627538813
27,22,0.6791190407507074
27,23,0.6374328056821686
27,24,0.5318042083100242
27,25,0.6214039713234429
27,26,0.10407249288411745
28,0,0.8131285259057282
28,1,0.735622945318209
28,2,0.6758022372822656
28,3,0.5508487288169099
28,4,0.7350529954062731
28,5,0.35923618095695087
28,6,0.6780998780287093
28,7,0.8329479036475279
28,8,0.7743002360203141
28,9,0.6706591945705256
28,10,0.9212212172695557
28,11,0.9544309447758924
28,12,0.511644064621797
28,13,0.8138622052949867
28,14,1.077480501725395
28,15,0.6606562062369618
28,16,0.8688053003952381
28,17,0.9361786937247883
28,18,0.736796924745778
28,19,0.7841939105377014
28,20,0.7406355491123511
28,21,0.6244824297714506
28,22,0.912449225747143
28,23,0.45183470266599174
28,24,0.23562429212440825
28,25,0.9325964109036539
28,26,0.406674691269968
28,27,0.5007742610910533
29,0,0.2943036113463646
29,1,0.29719831489573484
29,2,0.8102747483996549
29,3,0.3892678007471942
29,4,0.3422895967551954
29,5,0.5646271329380823
